exact_literal	raw_column_a_value	resolved_human_decision	current_master_status	current_master_path	ascii_fold_key	final_action	note
breast_5_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breast_5_l	MOVE_TO_SEXUAL_BONES	
breast_5_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breast_5_r	MOVE_TO_SEXUAL_BONES	
breast_Left1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breast_left1	MOVE_TO_SEXUAL_BONES	
breast_Left_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breast_left_root	MOVE_TO_SEXUAL_BONES	
breast_Right1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breast_right1	MOVE_TO_SEXUAL_BONES	
breast_Right_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breast_right_root	MOVE_TO_SEXUAL_BONES	
breast_tip_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	breast_tip_l	MOVE_TO_SEXUAL_BONES	
breast_tip_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	breast_tip_r	MOVE_TO_SEXUAL_BONES	
BreastUpper1_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breastupper1_l	MOVE_TO_SEXUAL_BONES	
BreastUpper1_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	breastupper1_r	MOVE_TO_SEXUAL_BONES	
butt back ctr	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt back ctr	MOVE_TO_SEXUAL_BONES	
Butt Left_jiggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt left_jiggle	MOVE_TO_SEXUAL_BONES	
Butt Left_jiggle_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt left_jiggle_root	MOVE_TO_SEXUAL_BONES	
Butt Right_jiggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt right_jiggle	MOVE_TO_SEXUAL_BONES	
Butt Right_jiggle_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt right_jiggle_root	MOVE_TO_SEXUAL_BONES	
butt root.l	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt root.l	MOVE_TO_SEXUAL_BONES	
butt root.r	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt root.r	MOVE_TO_SEXUAL_BONES	
Butt_Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	butt_left	MOVE_TO_SEXUAL_BONES	
butt_Left_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt_left_root	MOVE_TO_SEXUAL_BONES	
Butt_Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	butt_right	MOVE_TO_SEXUAL_BONES	
butt_Right_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt_right_root	MOVE_TO_SEXUAL_BONES	
Butt_Tip1_L__Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	butt_tip1_l__janggle	MOVE_TO_SEXUAL_BONES	
Butt_Tip1_R__Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	butt_tip1_r__janggle	MOVE_TO_SEXUAL_BONES	
canin_ball_l	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	canin_ball_l	MOVE_TO_SEXUAL_BONES	
canin_ball_l2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	canin_ball_l2	MOVE_TO_SEXUAL_BONES	
canin_ball_r2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	canin_ball_r2	MOVE_TO_SEXUAL_BONES	
CC_Base_L_Breast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cc_base_l_breast	MOVE_TO_SEXUAL_BONES	
CC_Base_R_Breast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cc_base_r_breast	MOVE_TO_SEXUAL_BONES	
cc_Butt.l	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cc_butt.l	MOVE_TO_SEXUAL_BONES	
cc_Butt.l.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cc_butt.l.001	MOVE_TO_SEXUAL_BONES	
cc_Butt.l.002	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cc_butt.l.002	MOVE_TO_SEXUAL_BONES	
cc_Butt.r	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cc_butt.r	MOVE_TO_SEXUAL_BONES	
cc_Butt.r.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cc_butt.r.001	MOVE_TO_SEXUAL_BONES	
cc_Butt.r.002	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cc_butt.r.002	MOVE_TO_SEXUAL_BONES	
clitoral_glans	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	clitoral_glans	MOVE_TO_SEXUAL_BONES	
Cock.Ball.Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.ball.left	MOVE_TO_SEXUAL_BONES	
Cock.Ball.Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.ball.right	MOVE_TO_SEXUAL_BONES	
Cock.Balls_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.balls_1	MOVE_TO_SEXUAL_BONES	
Cock.Balls_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.balls_2	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cock.shaft_1	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_1_Skin	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_1_skin	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_2	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_2_Skin	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_2_skin	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_3	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_3_Skin	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cock.shaft_3_skin	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_4	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_4_Skin	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_4_skin	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_5	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cock.shaft_5	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_5_Skin	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_5_skin	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_6	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_6	MOVE_TO_SEXUAL_BONES	
Cock.Shaft_6_Skin	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock.shaft_6_skin	MOVE_TO_SEXUAL_BONES	
Cock_01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock_01	MOVE_TO_SEXUAL_BONES	
Cock_01.001	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock_01.001	MOVE_TO_SEXUAL_BONES	
Cock_02	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cock_02	MOVE_TO_SEXUAL_BONES	
Cock_03	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock_03	MOVE_TO_SEXUAL_BONES	
Cock_04	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cock_04	MOVE_TO_SEXUAL_BONES	
Cock_05	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock_05	MOVE_TO_SEXUAL_BONES	
Cock_06	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock_06	MOVE_TO_SEXUAL_BONES	
Cock_07	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock_07	MOVE_TO_SEXUAL_BONES	
Cock_08	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cock_08	MOVE_TO_SEXUAL_BONES	
Cock_09	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cock_09	MOVE_TO_SEXUAL_BONES	
CockBall_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cockball_l	MOVE_TO_SEXUAL_BONES	
CockBall_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cockball_r	MOVE_TO_SEXUAL_BONES	
CockBalls	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	cockballs	MOVE_TO_SEXUAL_BONES	
CockRoot	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	cockroot	MOVE_TO_SEXUAL_BONES	
donger01_CockRoot	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	donger01_cockroot	MOVE_TO_SEXUAL_BONES	
donger02_chain	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	donger02_chain	MOVE_TO_SEXUAL_BONES	
donger03_chain	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	donger03_chain	MOVE_TO_SEXUAL_BONES	
donger06_chain	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	donger06_chain	MOVE_TO_SEXUAL_BONES	
donger07_chain	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	donger07_chain	MOVE_TO_SEXUAL_BONES	
donger08_chain	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	donger08_chain	MOVE_TO_SEXUAL_BONES	
donger_end	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	donger_end	MOVE_TO_SEXUAL_BONES	
Foreskin	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	foreskin	MOVE_TO_SEXUAL_BONES	
foreskin_3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	foreskin_3	MOVE_TO_SEXUAL_BONES	
foreskin_4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	foreskin_4	MOVE_TO_SEXUAL_BONES	
foreskin_bottom	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	foreskin_bottom	MOVE_TO_SEXUAL_BONES	
foreskin_left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	foreskin_left	MOVE_TO_SEXUAL_BONES	
foreskin_right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	foreskin_right	MOVE_TO_SEXUAL_BONES	
foreskin_top	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	foreskin_top	MOVE_TO_SEXUAL_BONES	
genital left 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genital left 1	MOVE_TO_SEXUAL_BONES	
genital left 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genital left 2	MOVE_TO_SEXUAL_BONES	
genital lower	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genital lower	MOVE_TO_SEXUAL_BONES	
genital right 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genital right 1	MOVE_TO_SEXUAL_BONES	
genital right 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genital right 2	MOVE_TO_SEXUAL_BONES	
genital upper	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genital upper	MOVE_TO_SEXUAL_BONES	
GenitalRoot	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitalroot	MOVE_TO_SEXUAL_BONES	
genitals 01	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals 01	MOVE_TO_SEXUAL_BONES	
genitals 02	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals 02	MOVE_TO_SEXUAL_BONES	
genitals 03	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals 03	MOVE_TO_SEXUAL_BONES	
genitals 04	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals 04	MOVE_TO_SEXUAL_BONES	
genitals 05	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals 05	MOVE_TO_SEXUAL_BONES	
genitals 06	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals 06	MOVE_TO_SEXUAL_BONES	
genitals base	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals base	MOVE_TO_SEXUAL_BONES	
genitals scrotum	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitals scrotum	MOVE_TO_SEXUAL_BONES	
Genitals_Clit	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitals_clit	MOVE_TO_SEXUAL_BONES	
Genitals_Inner_Back_Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals_inner_back_left	MOVE_TO_SEXUAL_BONES	
Genitals_Inner_Back_Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals_inner_back_right	MOVE_TO_SEXUAL_BONES	
Genitals_Inner_Front_Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals_inner_front_left	MOVE_TO_SEXUAL_BONES	
Genitals_Inner_Front_Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals_inner_front_right	MOVE_TO_SEXUAL_BONES	
Genitals_Inner_Middle_Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitals_inner_middle_left	MOVE_TO_SEXUAL_BONES	
Genitals_Inner_Middle_Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals_inner_middle_right	MOVE_TO_SEXUAL_BONES	
Genitals_Outer_Back_Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals_outer_back_left	MOVE_TO_SEXUAL_BONES	
Genitals_Outer_Back_Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitals_outer_back_right	MOVE_TO_SEXUAL_BONES	
Genitals_Outer_Front_Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	genitals_outer_front_left	MOVE_TO_SEXUAL_BONES	
Genitals_Outer_Front_Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitals_outer_front_right	MOVE_TO_SEXUAL_BONES	
Genitals_Outer_Middle_Left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitals_outer_middle_left	MOVE_TO_SEXUAL_BONES	
Genitals_Outer_Middle_Right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	genitals_outer_middle_right	MOVE_TO_SEXUAL_BONES	
J_Sec_L_Bust1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	j_sec_l_bust1	MOVE_TO_SEXUAL_BONES	
J_Sec_L_Bust2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	j_sec_l_bust2	MOVE_TO_SEXUAL_BONES	
J_Sec_R_Bust1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	j_sec_r_bust1	MOVE_TO_SEXUAL_BONES	
J_Sec_R_Bust2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	j_sec_r_bust2	MOVE_TO_SEXUAL_BONES	
jiggle.ball_l	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	jiggle.ball_l	MOVE_TO_SEXUAL_BONES	
jiggle.ball_r	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	jiggle.ball_r	MOVE_TO_SEXUAL_BONES	
JiggleButt_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	jigglebutt_l	MOVE_TO_SEXUAL_BONES	
JiggleButt_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	jigglebutt_r	MOVE_TO_SEXUAL_BONES	
KubLariBiped_Balls	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	kublaribiped_balls	MOVE_TO_SEXUAL_BONES	
KubLariBiped_Penis_R1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	kublaribiped_penis_r1	MOVE_TO_SEXUAL_BONES	
KubLariBiped_Penis_R2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	kublaribiped_penis_r2	MOVE_TO_SEXUAL_BONES	
KubLariBiped_Penis_R3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	kublaribiped_penis_r3	MOVE_TO_SEXUAL_BONES	
KubLariBiped_Penis_R4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	kublaribiped_penis_r4	MOVE_TO_SEXUAL_BONES	
KubLariBiped_Penis_R5	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	kublaribiped_penis_r5	MOVE_TO_SEXUAL_BONES	
KubLariBiped_Penis_R6	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	kublaribiped_penis_r6	MOVE_TO_SEXUAL_BONES	
l boob	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	l boob	MOVE_TO_SEXUAL_BONES	
L_breast0	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_breast0	MOVE_TO_SEXUAL_BONES	
L_breast0_jiggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_breast0_jiggle	MOVE_TO_SEXUAL_BONES	
L_breast0_jiggle_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_breast0_jiggle_root	MOVE_TO_SEXUAL_BONES	
L_breast1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_breast1	MOVE_TO_SEXUAL_BONES	
L_breast1_jiggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_breast1_jiggle	MOVE_TO_SEXUAL_BONES	
L_Butt_bottem	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_butt_bottem	MOVE_TO_SEXUAL_BONES	
L_Butt_Butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_butt_butt	MOVE_TO_SEXUAL_BONES	
L_butt_jiggle_root	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_butt_jiggle_root	MOVE_TO_SEXUAL_BONES	
L_Butt_left	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_butt_left	MOVE_TO_SEXUAL_BONES	
L_Butt_right	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_butt_right	MOVE_TO_SEXUAL_BONES	
L_Butt_Top	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	l_butt_top	MOVE_TO_SEXUAL_BONES	
Labia1_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Legs/LeftLeg	labia1_l	MOVE_TO_SEXUAL_BONES	
Labia1_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Legs/RightLeg	labia1_r	MOVE_TO_SEXUAL_BONES	
LabiumMajora1_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	labiummajora1_l	MOVE_TO_SEXUAL_BONES	
LabiumMajora1_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	labiummajora1_r	MOVE_TO_SEXUAL_BONES	
LabiumMajora2_L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	labiummajora2_l	MOVE_TO_SEXUAL_BONES	
LabiumMajora2_R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	labiummajora2_r	MOVE_TO_SEXUAL_BONES	
Left_Butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	left_butt	MOVE_TO_SEXUAL_BONES	
left_butt	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	left_butt	MOVE_TO_SEXUAL_BONES	
Left_Small_Labia3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	left_small_labia3	MOVE_TO_SEXUAL_BONES	
Left_Small_Labia4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	left_small_labia4	MOVE_TO_SEXUAL_BONES	
left_u_vag_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	left_u_vag_1	MOVE_TO_SEXUAL_BONES	
left_u_vag_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	left_u_vag_2	MOVE_TO_SEXUAL_BONES	
left_vag_d_1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	left_vag_d_1	MOVE_TO_SEXUAL_BONES	
left_vag_d_2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	left_vag_d_2	MOVE_TO_SEXUAL_BONES	
LeftBreast	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	leftbreast	MOVE_TO_SEXUAL_BONES	
LeftBreast4_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leftbreast4_janggle	MOVE_TO_SEXUAL_BONES	
LeftBreast5	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leftbreast5	MOVE_TO_SEXUAL_BONES	
LeftBreast5_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leftbreast5_janggle	MOVE_TO_SEXUAL_BONES	
LeftBreast6	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leftbreast6	MOVE_TO_SEXUAL_BONES	
LeftBreast6_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leftbreast6_janggle	MOVE_TO_SEXUAL_BONES	
LeftBreast7	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leftbreast7	MOVE_TO_SEXUAL_BONES	
LeftBreast7_Janggle	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leftbreast7_janggle	MOVE_TO_SEXUAL_BONES	
leg left butt 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leg left butt 1	MOVE_TO_SEXUAL_BONES	
leg left butt 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leg left butt 2	MOVE_TO_SEXUAL_BONES	
leg left buttock	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leg left buttock	MOVE_TO_SEXUAL_BONES	
leg right butt 1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leg right butt 1	MOVE_TO_SEXUAL_BONES	
leg right butt 2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Legs/RightLeg	leg right butt 2	MOVE_TO_SEXUAL_BONES	
leg right buttock	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Legs/RightLeg	leg right buttock	MOVE_TO_SEXUAL_BONES	
leg right_butt_ctr	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	leg right_butt_ctr	MOVE_TO_SEXUAL_BONES	
MidAss	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	midass	MOVE_TO_SEXUAL_BONES	
NPC Urethra	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body Morphs	npc urethra	MOVE_TO_SEXUAL_BONES	
OPT_Breast_*1.1.L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_*1.1.l	MOVE_TO_SEXUAL_BONES	
OPT_Breast_*1.1.R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_*1.1.r	MOVE_TO_SEXUAL_BONES	
OPT_Breast_*2.1.L	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_*2.1.l	MOVE_TO_SEXUAL_BONES	
OPT_Breast_*2.1.R	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_*2.1.r	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Left1	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_left1	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Left2	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_left2	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Left3	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_left3	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Left4	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_left4	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Left5	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_left5	MOVE_TO_SEXUAL_BONES	
OPT_Breast_Left_base	INCLUDE	INCLUDE	IN_MASTER_NON_SEXUAL	groupFile/Body	opt_breast_left_base	MOVE_TO_SEXUAL_BONES	
